Date,Site,Barn,Avg_Temperature_F,Avg_Humidity_pct,Water_Usage_Gallons,Power_Usage_kWh,Ventilation_Level_pct,Notes
1/5/2025,Nursery South,NS1,71.8,56.3,2100,344,74.2,Synthetic environmental + utility data for planning and analytics
1/6/2025,Nursery South,NS1,74.5,66.4,2189,350.7,65.4,Synthetic environmental + utility data for planning and analytics
1/7/2025,Nursery South,NS1,71.6,55.4,2362,378.6,48.7,Synthetic environmental + utility data for planning and analytics
1/8/2025,Nursery South,NS1,70,61.1,2004,334.7,44.8,Synthetic environmental + utility data for planning and analytics
1/9/2025,Nursery South,NS1,73.3,74.5,2431,327.3,48.2,Synthetic environmental + utility data for planning and analytics
1/10/2025,Nursery South,NS1,68.8,73.2,2580,349.1,80.2,Synthetic environmental + utility data for planning and analytics
1/11/2025,Nursery South,NS1,76.4,58,2188,355,43.6,Synthetic environmental + utility data for planning and analytics
1/12/2025,Nursery South,NS1,76.8,60.6,2332,371.7,40,Synthetic environmental + utility data for planning and analytics
1/13/2025,Nursery South,NS1,76.2,72.7,2032,361,55,Synthetic environmental + utility data for planning and analytics
1/14/2025,Nursery South,NS1,75.4,68.1,2020,334.5,68.3,Synthetic environmental + utility data for planning and analytics
1/15/2025,Nursery South,NS1,76.7,59.1,2117,324.5,43.6,Synthetic environmental + utility data for planning and analytics
1/16/2025,Nursery South,NS1,71.2,73.9,2415,389.1,41.2,Synthetic environmental + utility data for planning and analytics
1/17/2025,Nursery South,NS1,71.2,70.4,1936,332.2,65.1,Synthetic environmental + utility data for planning and analytics
1/18/2025,Nursery South,NS1,78.2,64.2,2152,375.9,77.4,Synthetic environmental + utility data for planning and analytics
1/19/2025,Nursery South,NS1,71.6,71.7,2337,360.1,56.9,Synthetic environmental + utility data for planning and analytics
1/20/2025,Nursery South,NS1,71.8,57.5,2553,413.5,65.5,Synthetic environmental + utility data for planning and analytics
1/21/2025,Nursery South,NS1,78.8,63.9,2328,325.3,67,Synthetic environmental + utility data for planning and analytics
1/22/2025,Nursery South,NS1,72.9,64.3,1958,394.1,71.3,Synthetic environmental + utility data for planning and analytics
1/23/2025,Nursery South,NS1,80.6,65.4,2548,377.3,37,Synthetic environmental + utility data for planning and analytics
1/24/2025,Nursery South,NS1,73.6,62.7,2039,382.2,74,Synthetic environmental + utility data for planning and analytics
1/25/2025,Nursery South,NS1,79.7,65.5,1817,364.8,49.8,Synthetic environmental + utility data for planning and analytics
1/26/2025,Nursery South,NS1,74.3,62.7,2009,325.5,48,Synthetic environmental + utility data for planning and analytics
1/27/2025,Nursery South,NS1,76.9,59.5,2006,359.4,69.3,Synthetic environmental + utility data for planning and analytics
1/28/2025,Nursery South,NS1,81.3,60.6,2464,373.1,76.3,Synthetic environmental + utility data for planning and analytics
1/29/2025,Nursery South,NS1,74.7,55.6,2259,360.2,43.3,Synthetic environmental + utility data for planning and analytics
1/30/2025,Nursery South,NS1,77.5,69.8,1806,410.4,56.2,Synthetic environmental + utility data for planning and analytics
1/31/2025,Nursery South,NS1,76.5,56.3,1961,418.1,70.4,Synthetic environmental + utility data for planning and analytics
2/1/2025,Nursery South,NS1,81.9,63,1900,390.4,42.5,Synthetic environmental + utility data for planning and analytics
2/2/2025,Nursery South,NS1,77.7,65,1832,393.3,80.1,Synthetic environmental + utility data for planning and analytics
2/3/2025,Nursery South,NS1,77.2,69.7,2114,324,76,Synthetic environmental + utility data for planning and analytics
2/4/2025,Nursery South,NS1,83,57.3,2301,388.3,58.1,Synthetic environmental + utility data for planning and analytics
2/5/2025,Nursery South,NS1,80.8,63.1,2570,373.9,59.7,Synthetic environmental + utility data for planning and analytics
2/6/2025,Nursery South,NS1,80.9,60.2,2180,411.5,40,Synthetic environmental + utility data for planning and analytics
2/7/2025,Nursery South,NS1,83.4,62.5,2376,418.8,72.9,Synthetic environmental + utility data for planning and analytics
2/8/2025,Nursery South,NS1,84.3,63.3,2452,398.7,78.6,Synthetic environmental + utility data for planning and analytics
2/9/2025,Nursery South,NS1,78.6,60.1,2569,408.3,63.7,Synthetic environmental + utility data for planning and analytics
2/10/2025,Nursery South,NS1,79.4,67.7,2327,385.3,72.5,Synthetic environmental + utility data for planning and analytics
2/11/2025,Nursery South,NS1,83.4,73,2027,322.2,57.3,Synthetic environmental + utility data for planning and analytics
2/12/2025,Nursery South,NS1,83.9,66.7,2154,401.4,40.9,Synthetic environmental + utility data for planning and analytics
2/13/2025,Nursery South,NS1,83.9,63.9,2174,403.9,39.1,Synthetic environmental + utility data for planning and analytics
2/14/2025,Nursery South,NS1,84.6,72.6,2117,328.8,58.6,Synthetic environmental + utility data for planning and analytics
2/15/2025,Nursery South,NS1,84.9,67.2,2585,390.9,60.2,Synthetic environmental + utility data for planning and analytics
2/16/2025,Nursery South,NS1,85.3,59.6,2162,353.4,38.9,Synthetic environmental + utility data for planning and analytics
2/17/2025,Nursery South,NS1,82,71.1,2139,336.4,35.6,Synthetic environmental + utility data for planning and analytics
2/18/2025,Nursery South,NS1,84.5,59.5,2201,336.6,72.1,Synthetic environmental + utility data for planning and analytics
2/19/2025,Nursery South,NS1,84.7,55.1,1994,381.4,78,Synthetic environmental + utility data for planning and analytics
2/20/2025,Nursery South,NS1,84.4,68.8,2442,382.2,60.2,Synthetic environmental + utility data for planning and analytics
2/21/2025,Nursery South,NS1,88.5,66.7,1997,357.9,41.8,Synthetic environmental + utility data for planning and analytics
2/22/2025,Nursery South,NS1,86.5,59.1,1819,398.6,44.7,Synthetic environmental + utility data for planning and analytics
2/23/2025,Nursery South,NS1,89,63.7,2556,328.8,44.7,Synthetic environmental + utility data for planning and analytics
2/24/2025,Nursery South,NS1,88.8,59.4,1817,340.9,51.9,Synthetic environmental + utility data for planning and analytics
2/25/2025,Nursery South,NS1,87.7,68.4,1844,408.9,74.2,Synthetic environmental + utility data for planning and analytics
2/26/2025,Nursery South,NS1,88.8,69.9,2113,410.9,81.6,Synthetic environmental + utility data for planning and analytics
2/27/2025,Nursery South,NS1,83.5,66.8,1850,406.4,68.9,Synthetic environmental + utility data for planning and analytics
2/28/2025,Nursery South,NS1,89.1,65.9,2372,408.9,54.6,Synthetic environmental + utility data for planning and analytics
3/1/2025,Nursery South,NS1,82.7,74,1919,323.8,73.1,Synthetic environmental + utility data for planning and analytics
3/2/2025,Nursery South,NS1,86,59.9,1830,356.6,73,Synthetic environmental + utility data for planning and analytics
3/3/2025,Nursery South,NS1,85.9,55,2115,368.8,47.5,Synthetic environmental + utility data for planning and analytics
3/4/2025,Nursery South,NS1,89.2,69.9,2543,380,35.5,Synthetic environmental + utility data for planning and analytics
3/5/2025,Nursery South,NS1,89.3,68.4,1904,397.8,73.5,Synthetic environmental + utility data for planning and analytics
3/6/2025,Nursery South,NS1,85.7,72,2462,375.1,50.7,Synthetic environmental + utility data for planning and analytics
3/7/2025,Nursery South,NS1,85.6,55.6,2018,351.6,66.2,Synthetic environmental + utility data for planning and analytics
3/8/2025,Nursery South,NS1,88.4,71,2256,351.1,62.7,Synthetic environmental + utility data for planning and analytics
3/9/2025,Nursery South,NS1,85.7,62.4,2142,366.8,64,Synthetic environmental + utility data for planning and analytics
3/10/2025,Nursery South,NS1,85.4,63.2,2517,391.7,58.3,Synthetic environmental + utility data for planning and analytics
3/11/2025,Nursery South,NS1,86.8,65,2003,327.7,78,Synthetic environmental + utility data for planning and analytics
3/12/2025,Nursery South,NS1,85.1,57.7,2278,335.5,68,Synthetic environmental + utility data for planning and analytics
3/13/2025,Nursery South,NS1,85.3,64.7,2569,365.4,56,Synthetic environmental + utility data for planning and analytics
3/14/2025,Nursery South,NS1,85.7,71.9,2547,372.4,51.2,Synthetic environmental + utility data for planning and analytics
3/15/2025,Nursery South,NS1,88.1,65,2005,399.5,58.6,Synthetic environmental + utility data for planning and analytics
3/16/2025,Nursery South,NS1,85.2,74.8,2159,326.8,50.7,Synthetic environmental + utility data for planning and analytics
3/17/2025,Nursery South,NS1,89.2,67.2,2211,398.7,52.6,Synthetic environmental + utility data for planning and analytics
3/18/2025,Nursery South,NS1,87.1,67.8,1941,360,76,Synthetic environmental + utility data for planning and analytics
3/19/2025,Nursery South,NS1,88.3,61.2,2199,360.4,36.6,Synthetic environmental + utility data for planning and analytics
3/20/2025,Nursery South,NS1,85.3,74.3,1957,357.2,46.8,Synthetic environmental + utility data for planning and analytics
3/21/2025,Nursery South,NS1,86.6,60.5,2007,346.4,44.7,Synthetic environmental + utility data for planning and analytics
3/22/2025,Nursery South,NS1,88.1,67.7,2545,365.8,41.9,Synthetic environmental + utility data for planning and analytics
3/23/2025,Nursery South,NS1,87.2,71.4,1857,412.8,35.6,Synthetic environmental + utility data for planning and analytics
3/24/2025,Nursery South,NS1,87.2,61.8,2329,335.8,37.4,Synthetic environmental + utility data for planning and analytics
3/25/2025,Nursery South,NS1,87.5,67.7,2444,336.3,45,Synthetic environmental + utility data for planning and analytics
3/26/2025,Nursery South,NS1,91.4,72.2,2361,327.2,55.6,Synthetic environmental + utility data for planning and analytics
3/27/2025,Nursery South,NS1,90.7,70.8,2484,396.6,70,Synthetic environmental + utility data for planning and analytics
3/28/2025,Nursery South,NS1,91.1,70.9,2407,417.7,70.3,Synthetic environmental + utility data for planning and analytics
3/29/2025,Nursery South,NS1,87.8,67.1,2340,400.7,52.4,Synthetic environmental + utility data for planning and analytics
3/30/2025,Nursery South,NS1,87.6,68.5,2479,347.5,52.6,Synthetic environmental + utility data for planning and analytics
3/31/2025,Nursery South,NS1,89.7,63.3,1813,350.6,67.1,Synthetic environmental + utility data for planning and analytics
4/1/2025,Nursery South,NS1,91.2,61.9,2394,399.6,47,Synthetic environmental + utility data for planning and analytics
4/2/2025,Nursery South,NS1,89.6,73.8,1906,328.3,37.8,Synthetic environmental + utility data for planning and analytics
4/3/2025,Nursery South,NS1,88.2,55.3,2429,324.8,49,Synthetic environmental + utility data for planning and analytics
4/4/2025,Nursery South,NS1,89.8,63.6,2556,382.2,78.7,Synthetic environmental + utility data for planning and analytics
4/5/2025,Nursery South,NS1,91.4,61.5,2240,400.4,58.8,Synthetic environmental + utility data for planning and analytics
4/6/2025,Nursery South,NS1,87.4,59.6,2124,334.9,37.9,Synthetic environmental + utility data for planning and analytics
4/7/2025,Nursery South,NS1,85.4,61.2,2541,403.9,43.3,Synthetic environmental + utility data for planning and analytics
4/8/2025,Nursery South,NS1,85.3,65.7,2154,340.2,46.6,Synthetic environmental + utility data for planning and analytics
4/9/2025,Nursery South,NS1,88.7,73.3,2014,355.4,70.3,Synthetic environmental + utility data for planning and analytics
4/10/2025,Nursery South,NS1,90.5,74.5,1853,412.2,83.8,Synthetic environmental + utility data for planning and analytics
4/11/2025,Nursery South,NS1,85.4,57.8,2217,347.4,73.6,Synthetic environmental + utility data for planning and analytics
4/12/2025,Nursery South,NS1,89.4,66.8,2316,323.7,43.1,Synthetic environmental + utility data for planning and analytics
4/13/2025,Nursery South,NS1,91.8,71.4,2102,410.9,61.5,Synthetic environmental + utility data for planning and analytics
4/14/2025,Nursery South,NS1,89.5,57.2,2170,413.9,69.1,Synthetic environmental + utility data for planning and analytics
4/15/2025,Nursery South,NS1,89.5,56.6,2227,416.7,72.8,Synthetic environmental + utility data for planning and analytics
4/16/2025,Nursery South,NS1,86.6,67.9,2583,352.9,67.7,Synthetic environmental + utility data for planning and analytics
4/17/2025,Nursery South,NS1,91.6,56.6,2353,339.1,74.3,Synthetic environmental + utility data for planning and analytics
4/18/2025,Nursery South,NS1,88.7,65.2,2315,342.8,53.6,Synthetic environmental + utility data for planning and analytics
4/19/2025,Nursery South,NS1,91.7,59.4,2156,331,83.8,Synthetic environmental + utility data for planning and analytics
4/20/2025,Nursery South,NS1,89.8,67.7,1911,374.2,55.5,Synthetic environmental + utility data for planning and analytics
4/21/2025,Nursery South,NS1,87.1,56,2528,390.5,81.5,Synthetic environmental + utility data for planning and analytics
4/22/2025,Nursery South,NS1,85.1,70.2,2452,396.7,60.5,Synthetic environmental + utility data for planning and analytics
4/23/2025,Nursery South,NS1,89,66.8,2370,322.8,67.7,Synthetic environmental + utility data for planning and analytics
4/24/2025,Nursery South,NS1,84.9,56.1,2027,383.8,51.5,Synthetic environmental + utility data for planning and analytics
4/25/2025,Nursery South,NS1,86.7,69.6,2045,360.9,69.3,Synthetic environmental + utility data for planning and analytics
4/26/2025,Nursery South,NS1,89.6,69.9,2040,366.1,46.7,Synthetic environmental + utility data for planning and analytics
4/27/2025,Nursery South,NS1,83.4,64.1,2529,385.9,51.4,Synthetic environmental + utility data for planning and analytics
4/28/2025,Nursery South,NS1,83.5,60.6,1968,341.7,84.6,Synthetic environmental + utility data for planning and analytics
4/29/2025,Nursery South,NS1,83.9,56.6,2489,383.6,64.3,Synthetic environmental + utility data for planning and analytics
4/30/2025,Nursery South,NS1,83.5,68.5,2591,368,62.4,Synthetic environmental + utility data for planning and analytics
5/1/2025,Nursery South,NS1,84.8,65.3,1804,397.8,73.4,Synthetic environmental + utility data for planning and analytics
5/2/2025,Nursery South,NS1,85.8,65,2171,359.8,81,Synthetic environmental + utility data for planning and analytics
5/3/2025,Nursery South,NS1,89.5,62.4,1855,412.6,58.1,Synthetic environmental + utility data for planning and analytics
5/4/2025,Nursery South,NS1,89.6,68.9,2115,339.4,83.7,Synthetic environmental + utility data for planning and analytics
5/5/2025,Nursery South,NS1,87.1,59.7,2348,374.7,44.9,Synthetic environmental + utility data for planning and analytics
